year,month,gear,SPECIES_CODE,SPECIES_COMMON_NAME,landed_kg,hooksTraps,minutes,FENoGear,covid
2014,9,HOOK AND LINE,426,BLACK ROCKFISH,755.18,3857,23502,19,0
2014,9,HOOK AND LINE,437,CANARY ROCKFISH,1587.7,99423,78494,86,0
2014,9,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,956.45,0,1465,0,0
2014,9,HOOK AND LINE,442,YELLOWEYE ROCKFISH,13654.44,262981,216958,187,0
2014,9,HOOK AND LINE,448,PYGMY ROCKFISH,1.33,8,1452,0,0
2014,9,HOOK AND LINE,450,SHARPCHIN ROCKFISH,2.22,0,1404,3,0
2014,9,HOOK AND LINE,461,KELP GREENLING,1201.64,34667,31305,50,0
2014,9,MIDWATER TRAWL,467,LINGCOD,758.89,0,1894,0,0
2014,9,UNSPECIFIED,467,LINGCOD,514.31,0,1376,15,0
2014,9,BOTTOM TRAWL,472,SCULPINS,170.31,0,534,0,0
2014,9,BOTTOM TRAWL,596,PACIFIC SANDDAB,70.68,0,0,0,0
2014,9,BOTTOM TRAWL,58,SANDPAPER SKATE,400.51,0,759,0,0
2014,9,BOTTOM TRAWL,59,LONGNOSE SKATE,6417.81,0,26993,0,0
2014,9,UNSPECIFIED,66,SPOTTED RATFISH,50.23,0,0,4,0
2014,9,HOOK AND LINE,115,COHO SALMON,287.16,0,0,1,0
2014,9,UNSPECIFIED,124,CHINOOK SALMON,223.15,0,0,2,0
2014,9,BOTTOM TRAWL,222,PACIFIC COD,116492.14,0,55080,0,0
2014,9,MIDWATER TRAWL,225,PACIFIC HAKE,5946139.53,0,36300,0,0
2014,9,BOTTOM TRAWL,228,WALLEYE POLLOCK,10126.58,0,16878,0,0
2014,9,UNSPECIFIED,287,JACK MACKEREL,15.11,0,0,1,0
2014,9,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,1342.77,0,1231,0,0
2014,9,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,320726.71,0,24248,0,0
2014,9,HOOK AND LINE,396,PACIFIC OCEAN PERCH,0.88,1050,888,0,0
2014,9,UNSPECIFIED,396,PACIFIC OCEAN PERCH,203.15,0,602,3,0
2014,9,HOOK AND LINE,401,REDBANDED ROCKFISH,13376.67,382233,289474,46,0
2014,9,HOOK AND LINE,403,SHORTRAKER ROCKFISH,20193.96,298905,228258,17,0
2014,9,TRAP,403,SHORTRAKER ROCKFISH,3.68,42,5409,0,0
2014,9,HOOK AND LINE,405,SILVERGRAY ROCKFISH,2087.05,83958,90345,58,0
2014,9,UNSPECIFIED,405,SILVERGRAY ROCKFISH,3.11,0,248,1,0
2014,9,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,8661.02,0,2926,0,0
2014,9,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,143592.48,0,11253,0,0
2014,9,BOTTOM TRAWL,424,QUILLBACK ROCKFISH,20.45,0,860,0,0
2014,9,HOOK AND LINE,424,QUILLBACK ROCKFISH,10276.18,211824,156787,169,0
2014,9,HOOK AND LINE,428,VERMILION ROCKFISH,252.35,32060,18600,39,0
2014,9,HOOK AND LINE,435,BOCACCIO,458.21,17321,37202,32,0
2014,9,UNSPECIFIED,435,BOCACCIO,187.6,0,95,3,0
2014,9,MIDWATER TRAWL,439,REDSTRIPE ROCKFISH,18541.17,0,6628,0,0
2014,9,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,11363.56,0,8524,0,0
2014,9,BOTTOM TRAWL,450,SHARPCHIN ROCKFISH,1018.4,0,1378,0,0
2014,9,MIDWATER TRAWL,451,SHORTSPINE THORNYHEAD,18.16,0,190,0,0
2014,9,HOOK AND LINE,455,SABLEFISH,155572.19,576150,370049,56,0
2014,9,TRAP,455,SABLEFISH,3102.64,417,43275,0,0
2014,9,UNSPECIFIED,455,SABLEFISH,8.22,0,165,2,0
2014,9,BOTTOM TRAWL,540,CABEZON,9.68,0,134,0,0
2014,9,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,53795.09,0,10957,0,0
2014,9,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,392.52,0,352,8,0
2014,9,MIDWATER TRAWL,610,REX SOLE,17.34,0,240,0,0
2014,9,UNSPECIFIED,612,FLATHEAD SOLE,52.01,0,110,4,0
2014,9,BOTTOM TRAWL,619,BUTTER SOLE,8612.88,0,947,0,0
2014,9,UNSPECIFIED,625,SLENDER SOLE,137.8,0,0,1,0
2014,9,BOTTOM TRAWL,626,DOVER SOLE,56774.4,0,29258,0,0
2014,9,UNSPECIFIED,628,ENGLISH SOLE,4383.42,0,2819,26,0
2014,9,BOTTOM TRAWL,312,PILE PERCH,2.23,0,188,0,0
2014,9,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,43.95,331,37918,0,0
2014,9,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,22969.04,0,4691,0,0
2014,9,BOTTOM TRAWL,401,REDBANDED ROCKFISH,27062.61,0,22732,0,0
2014,9,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,1595.01,0,2837,0,0
2014,9,HOOK AND LINE,407,COPPER ROCKFISH,1547.03,23099,29893,43,0
2014,9,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,308.97,0,4761,0,0
2014,9,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,813.85,36305,41482,34,0
2014,9,BOTTOM TRAWL,426,BLACK ROCKFISH,0.44,0,120,0,0
2014,9,HOOK AND LINE,433,TIGER ROCKFISH,241.6,97529,24022,23,0
2014,9,MIDWATER TRAWL,435,BOCACCIO,1357.87,0,1083,0,0
2014,9,BOTTOM TRAWL,437,CANARY ROCKFISH,53897.65,0,28421,0,0
2014,9,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,29180.47,0,4209,0,0
2014,9,HOOK AND LINE,439,REDSTRIPE ROCKFISH,128.37,1074,16294,14,0
2014,9,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,34964.64,0,3385,0,0
2014,9,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,8126.4,460710,305475,43,0
2014,9,TRAP,451,SHORTSPINE THORNYHEAD,2.3,83,6503,0,0
2014,9,UNSPECIFIED,451,SHORTSPINE THORNYHEAD,100.46,0,604,6,0
2014,9,BOTTOM TRAWL,453,LONGSPINE THORNYHEAD,1815.74,0,18041,0,0
2014,9,MIDWATER TRAWL,455,SABLEFISH,1663.08,0,856,0,0
2014,9,BOTTOM TRAWL,467,LINGCOD,90466.43,0,49196,0,0
2014,9,MIDWATER TRAWL,602,ARROWTOOTH FLOUNDER,139.47,0,864,0,0
2014,9,BOTTOM TRAWL,607,PETRALE SOLE,41962.58,0,49218,0,0
2014,9,BOTTOM TRAWL,614,PACIFIC HALIBUT,427.18,0,0,0,0
2014,9,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,80365.16,0,33810,0,0
2014,9,BOTTOM TRAWL,635,CURLFIN SOLE,77.8,0,1471,0,0
2014,9,UNSPECIFIED,417,WIDOW ROCKFISH,75844.54,0,428,3,0
2014,9,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,50584.23,0,19413,0,0
2014,9,UNSPECIFIED,418,YELLOWTAIL ROCKFISH,534.76,0,600,4,0
2014,9,HOOK AND LINE,429,BLUE ROCKFISH,2.22,0,451,2,0
2014,9,HOOK AND LINE,431,CHINA ROCKFISH,734.54,33256,31713,56,0
2014,9,BOTTOM TRAWL,435,BOCACCIO,2135.64,0,6868,0,0
2014,9,MIDWATER TRAWL,437,CANARY ROCKFISH,10502.51,0,3588,0,0
2014,9,UNSPECIFIED,437,CANARY ROCKFISH,30.22,0,504,4,0
2014,9,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,655.87,42435,31672,5,0
2014,9,MIDWATER TRAWL,450,SHARPCHIN ROCKFISH,252.94,0,212,0,0
2014,9,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,39051.12,0,40625,0,0
2014,9,BOTTOM TRAWL,455,SABLEFISH,5610.76,0,35322,0,0
2014,9,HOOK AND LINE,467,LINGCOD,94998.02,216087,264670,257,0
2014,9,HOOK AND LINE,602,ARROWTOOTH FLOUNDER,1.78,5,291,0,0
2014,9,MIDWATER TRAWL,607,PETRALE SOLE,51.56,0,114,0,0
2014,9,UNSPECIFIED,607,PETRALE SOLE,3889.1,0,1958,19,0
2014,9,UNSPECIFIED,614,PACIFIC HALIBUT,90.24,0,0,1,0
2014,9,UNSPECIFIED,619,BUTTER SOLE,114.24,0,0,1,0
2014,9,UNSPECIFIED,621,SOUTHERN ROCK SOLE,12963.54,0,1788,16,0
2014,9,BOTTOM TRAWL,631,STARRY FLOUNDER,495.2,0,410,0,0
2014,9,UNSPECIFIED,635,CURLFIN SOLE,32.45,0,110,2,0
2014,9,BOTTOM TRAWL,636,SAND SOLE,108.89,0,900,0,0
2014,9,UNSPECIFIED,596,PACIFIC SANDDAB,31.12,0,0,1,0
2014,9,HOOK AND LINE,607,PETRALE SOLE,19.08,6980,1103,0,0
2014,9,BOTTOM TRAWL,610,REX SOLE,12558.02,0,14323,0,0
2014,9,UNSPECIFIED,610,REX SOLE,483.65,0,405,8,0
2014,9,BOTTOM TRAWL,612,FLATHEAD SOLE,3695.82,0,4270,0,0
2014,9,HOOK AND LINE,614,PACIFIC HALIBUT,304890.58,698985,521409,214,0
2014,9,HOOK AND LINE,621,SOUTHERN ROCK SOLE,9.24,3210,558,0,0
2014,9,MIDWATER TRAWL,626,DOVER SOLE,132.03,0,297,0,0
2014,9,UNSPECIFIED,626,DOVER SOLE,16829.53,0,1839,18,0
2014,9,BOTTOM TRAWL,628,ENGLISH SOLE,36826.95,0,30386,0,0
2014,9,MIDWATER TRAWL,628,ENGLISH SOLE,161.36,0,297,0,0
2014,10,MIDWATER TRAWL,44,SPINY DOGFISH,854.38,0,2454,0,0
2014,10,HOOK AND LINE,56,BIG SKATE,3390.39,200250,29132,8,0
2014,10,UNSPECIFIED,56,BIG SKATE,1206.85,0,843,9,0
2014,10,MIDWATER TRAWL,59,LONGNOSE SKATE,114.46,0,817,0,0
2014,10,BOTTOM TRAWL,66,SPOTTED RATFISH,1693.61,0,593,0,0
2014,10,UNSPECIFIED,112,CHUM SALMON,28.45,0,0,1,0
2014,10,MIDWATER TRAWL,222,PACIFIC COD,3470.68,0,3057,0,0
2014,10,MIDWATER TRAWL,228,WALLEYE POLLOCK,112515.84,0,4146,0,0
2014,10,BOTTOM TRAWL,312,PILE PERCH,3.11,0,209,0,0
2014,10,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,37735.94,461819,401593,76,0
2014,10,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,606.3,841,108087,1,0
2014,10,BOTTOM TRAWL,401,REDBANDED ROCKFISH,19788.62,0,13475,0,0
2014,10,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,87.13,0,694,0,0
2014,10,BOTTOM TRAWL,405,SILVERGRAY ROCKFISH,123869.53,0,14958,0,0
2014,10,HOOK AND LINE,409,DUSKY ROCKFISH,6.67,1260,570,0,0
2014,10,HOOK AND LINE,410,DARKBLOTCHED ROCKFISH,45.25,118850,4104,0,0
2014,10,UNSPECIFIED,410,DARKBLOTCHED ROCKFISH,745.03,0,260,1,0
2014,10,MIDWATER TRAWL,412,SPLITNOSE ROCKFISH,836.59,0,479,0,0
2014,10,BOTTOM TRAWL,414,GREENSTRIPED ROCKFISH,138.75,0,1766,0,0
2014,10,HOOK AND LINE,414,GREENSTRIPED ROCKFISH,73.73,52650,9166,3,0
2014,10,BOTTOM TRAWL,417,WIDOW ROCKFISH,6773.04,0,4436,0,0
2014,10,UNSPECIFIED,417,WIDOW ROCKFISH,82.3,0,875,4,0
2014,10,BOTTOM TRAWL,44,SPINY DOGFISH,374.24,0,2221,0,0
2014,10,HOOK AND LINE,44,SPINY DOGFISH,613.45,21994,8769,1,0
2014,10,MIDWATER TRAWL,56,BIG SKATE,778.35,0,973,0,0
2014,10,BOTTOM TRAWL,58,SANDPAPER SKATE,19.12,0,276,0,0
2014,10,HOOK AND LINE,59,LONGNOSE SKATE,18129.3,597613,316817,20,0
2014,10,UNSPECIFIED,59,LONGNOSE SKATE,460.38,0,1385,8,0
2014,10,BOTTOM TRAWL,148,EULACHON,1.36,0,254,0,0
2014,10,UNSPECIFIED,222,PACIFIC COD,4306.38,0,2881,20,0
2014,10,BOTTOM TRAWL,225,PACIFIC HAKE,57.75,0,260,0,0
2014,10,UNSPECIFIED,228,WALLEYE POLLOCK,43.32,0,210,4,0
2014,10,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,27271.46,0,8530,0,0
2014,10,UNSPECIFIED,396,PACIFIC OCEAN PERCH,17441.6,0,1480,7,0
2014,10,HOOK AND LINE,405,SILVERGRAY ROCKFISH,2786.97,174929,106079,25,0
2014,10,MIDWATER TRAWL,410,DARKBLOTCHED ROCKFISH,47,0,764,0,0
2014,10,UNSPECIFIED,412,SPLITNOSE ROCKFISH,14.62,0,95,1,0
2014,10,MIDWATER TRAWL,414,GREENSTRIPED ROCKFISH,91.13,0,86,0,0
2014,10,MIDWATER TRAWL,417,WIDOW ROCKFISH,184400.17,0,9574,0,0
2014,10,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,71944.99,0,10578,0,0
2014,10,MIDWATER TRAWL,421,ROSETHORN ROCKFISH,22.67,0,33,0,0
2014,10,HOOK AND LINE,428,VERMILION ROCKFISH,229.13,10875,15532,20,0
2014,10,HOOK AND LINE,431,CHINA ROCKFISH,720.86,86502,25103,26,0
2014,10,MIDWATER TRAWL,437,CANARY ROCKFISH,6338.67,0,7818,0,0
2014,10,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,48320.62,0,4117,0,0
2014,10,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,640.64,34700,28803,1,0
2014,10,HOOK AND LINE,442,YELLOWEYE ROCKFISH,28218.6,294458,192081,120,0
2014,10,HOOK AND LINE,450,SHARPCHIN ROCKFISH,0.19,2250,146,0,0
2014,10,UNSPECIFIED,450,SHARPCHIN ROCKFISH,859.33,0,860,6,0
2014,10,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,17593.8,0,23356,0,0
2014,10,MIDWATER TRAWL,467,LINGCOD,1409.59,0,4546,0,0
2014,10,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,830075.78,0,10946,0,0
2014,10,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,1509.59,0,161,10,0
2014,10,MIDWATER TRAWL,607,PETRALE SOLE,538.33,0,1745,0,0
2014,10,BOTTOM TRAWL,610,REX SOLE,7065.41,0,4962,0,0
2014,10,MIDWATER TRAWL,612,FLATHEAD SOLE,6.22,0,0,0,0
2014,10,UNSPECIFIED,619,BUTTER SOLE,117.8,0,812,8,0
2014,10,BOTTOM TRAWL,626,DOVER SOLE,16761.19,0,18694,0,0
2014,10,MIDWATER TRAWL,628,ENGLISH SOLE,82.68,0,399,0,0
2014,10,MIDWATER TRAWL,635,CURLFIN SOLE,1.33,0,0,0,0
2014,10,BOTTOM TRAWL,636,SAND SOLE,152.47,0,327,0,0
2014,10,MIDWATER TRAWL,124,CHINOOK SALMON,67.57,0,0,0,0
2014,10,MIDWATER TRAWL,148,EULACHON,736.08,0,2664,0,0
2014,10,BOTTOM TRAWL,222,PACIFIC COD,43175.09,0,28421,0,0
2014,10,HOOK AND LINE,222,PACIFIC COD,792.26,18304,16477,12,0
2014,10,BOTTOM TRAWL,228,WALLEYE POLLOCK,6911.72,0,11235,0,0
2014,10,MIDWATER TRAWL,287,JACK MACKEREL,303.16,0,262,0,0
2014,10,MIDWATER TRAWL,401,REDBANDED ROCKFISH,532.1,0,1006,0,0
2014,10,UNSPECIFIED,401,REDBANDED ROCKFISH,281.24,0,1480,7,0
2014,10,HOOK AND LINE,403,SHORTRAKER ROCKFISH,12543.19,404470,178587,58,0
2014,10,TRAP,403,SHORTRAKER ROCKFISH,22.06,129,9113,0,0
2014,10,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,3840.74,0,7909,0,0
2014,10,UNSPECIFIED,405,SILVERGRAY ROCKFISH,5705.22,0,1480,8,0
2014,10,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,245.92,0,2067,0,0
2014,10,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,10052.74,0,4512,0,0
2014,10,UNSPECIFIED,414,GREENSTRIPED ROCKFISH,101.79,0,0,2,0
2014,10,HOOK AND LINE,417,WIDOW ROCKFISH,0.44,1500,46,0,0
2014,10,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,517.53,36881,26438,31,0
2014,10,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,10.67,0,142,0,0
2014,10,BOTTOM TRAWL,424,QUILLBACK ROCKFISH,0.89,0,0,0,0
2014,10,HOOK AND LINE,433,TIGER ROCKFISH,322.06,38204,21044,11,0
2014,10,HOOK AND LINE,435,BOCACCIO,319.43,18370,19358,11,0
2014,10,BOTTOM TRAWL,437,CANARY ROCKFISH,44789.2,0,12713,0,0
2014,10,HOOK AND LINE,439,REDSTRIPE ROCKFISH,27.37,9641,2772,3,0
2014,10,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,27.56,0,196,0,0
2014,10,BOTTOM TRAWL,450,SHARPCHIN ROCKFISH,4033.34,0,2142,0,0
2014,10,BOTTOM TRAWL,453,LONGSPINE THORNYHEAD,2559.94,0,13359,0,0
2014,10,HOOK AND LINE,455,SABLEFISH,144712.08,784746,579377,102,0
2014,10,TRAP,455,SABLEFISH,6932.79,1165,138356,1,0
2014,10,HOOK AND LINE,461,KELP GREENLING,380.39,11431,14330,28,0
2014,10,BOTTOM TRAWL,540,CABEZON,61.16,0,480,0,0
2014,10,BOTTOM TRAWL,607,PETRALE SOLE,21442.65,0,20275,0,0
2014,10,HOOK AND LINE,607,PETRALE SOLE,3.52,1800,564,0,0
2014,10,MIDWATER TRAWL,610,REX SOLE,104.91,0,554,0,0
2014,10,UNSPECIFIED,610,REX SOLE,442.11,0,926,13,0
2014,10,UNSPECIFIED,612,FLATHEAD SOLE,536.09,0,0,2,0
2014,10,TRAP,614,PACIFIC HALIBUT,11.6,42,10792,0,0
2014,10,BOTTOM TRAWL,619,BUTTER SOLE,639.8,0,232,0,0
2014,10,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,14561.51,0,9571,0,0
2014,10,MIDWATER TRAWL,621,SOUTHERN ROCK SOLE,927.72,0,706,0,0
2014,10,MIDWATER TRAWL,626,DOVER SOLE,661.44,0,1427,0,0
2014,10,UNSPECIFIED,626,DOVER SOLE,869.02,0,1891,12,0
2014,10,UNSPECIFIED,628,ENGLISH SOLE,1155.77,0,1304,13,0
2014,10,BOTTOM TRAWL,635,CURLFIN SOLE,16.89,0,0,0,0
2014,10,UNSPECIFIED,44,SPINY DOGFISH,156.03,0,0,4,0
2014,10,BOTTOM TRAWL,56,BIG SKATE,11815.07,0,15462,0,0
2014,10,HOOK AND LINE,58,SANDPAPER SKATE,703.48,15520,34748,2,0
2014,10,BOTTOM TRAWL,59,LONGNOSE SKATE,6285.04,0,15702,0,0
2014,10,UNSPECIFIED,66,SPOTTED RATFISH,465.85,0,153,5,0
2014,10,MIDWATER TRAWL,95,AMERICAN SHAD,11.11,0,0,0,0
2014,10,MIDWATER TRAWL,96,PACIFIC HERRING,122.69,0,499,0,0
2014,10,MIDWATER TRAWL,225,PACIFIC HAKE,3687700.85,0,33723,0,0
2014,10,UNSPECIFIED,225,PACIFIC HAKE,373890.33,0,3123,24,0
2014,10,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,818.1,0,3599,0,0
2014,10,UNSPECIFIED,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,150.51,0,260,2,0
2014,10,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,125421.22,0,13355,0,0
2014,10,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,12928.31,0,3519,0,0
2014,10,HOOK AND LINE,401,REDBANDED ROCKFISH,10966.5,540125,323857,63,0
2014,10,TRAP,401,REDBANDED ROCKFISH,3.65,85,5498,0,0
2014,10,HOOK AND LINE,407,COPPER ROCKFISH,1562.02,65972,20397,37,0
2014,10,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,165354.65,0,9839,0,0
2014,10,UNSPECIFIED,418,YELLOWTAIL ROCKFISH,494.43,0,1250,7,0
2014,10,HOOK AND LINE,424,QUILLBACK ROCKFISH,11133.34,303197,132869,111,0
2014,10,MIDWATER TRAWL,435,BOCACCIO,426.34,0,784,0,0
2014,10,UNSPECIFIED,435,BOCACCIO,84.46,0,0,1,0
2014,10,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,5320.71,0,3486,0,0
2014,10,MIDWATER TRAWL,439,REDSTRIPE ROCKFISH,5077.49,0,3980,0,0
2014,10,UNSPECIFIED,439,REDSTRIPE ROCKFISH,50.1,0,285,1,0
2014,10,UNSPECIFIED,440,YELLOWMOUTH ROCKFISH,312.47,0,970,5,0
2014,10,MIDWATER TRAWL,451,SHORTSPINE THORNYHEAD,360.32,0,1031,0,0
2014,10,UNSPECIFIED,451,SHORTSPINE THORNYHEAD,219.19,0,1480,8,0
2014,10,MIDWATER TRAWL,455,SABLEFISH,884.82,0,877,0,0
2014,10,UNSPECIFIED,455,SABLEFISH,2533.11,0,1480,8,0
2014,10,BOTTOM TRAWL,467,LINGCOD,20467.78,0,17430,0,0
2014,10,BOTTOM TRAWL,631,STARRY FLOUNDER,17.31,0,59,0,0
2014,10,UNSPECIFIED,636,SAND SOLE,52.91,0,619,6,0
2014,10,HOOK AND LINE,420,CHILIPEPPER,0.89,0,215,1,0
2014,10,HOOK AND LINE,421,ROSETHORN ROCKFISH,121.66,63710,25950,15,0
2014,10,BOTTOM TRAWL,426,BLACK ROCKFISH,23.56,0,141,0,0
2014,10,HOOK AND LINE,426,BLACK ROCKFISH,425.25,4271,12718,23,0
2014,10,BOTTOM TRAWL,435,BOCACCIO,2944.76,0,3004,0,0
2014,10,HOOK AND LINE,437,CANARY ROCKFISH,1280.93,133531,55833,37,0
2014,10,UNSPECIFIED,437,CANARY ROCKFISH,17.62,0,285,1,0
2014,10,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,20287.43,0,2694,0,0
2014,10,MIDWATER TRAWL,450,SHARPCHIN ROCKFISH,11.78,0,360,0,0
2014,10,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,5891.39,470153,316274,90,0
2014,10,TRAP,451,SHORTSPINE THORNYHEAD,19.83,596,43663,0,0
2014,10,BOTTOM TRAWL,455,SABLEFISH,8848.09,0,21865,0,0
2014,10,HOOK AND LINE,467,LINGCOD,64069.37,605346,374713,152,0
2014,10,TRAP,467,LINGCOD,25.17,42,2810,0,0
2014,10,UNSPECIFIED,467,LINGCOD,1145.83,0,1754,10,0
2014,10,BOTTOM TRAWL,472,SCULPINS,792.32,0,3109,0,0
2014,10,BOTTOM TRAWL,596,PACIFIC SANDDAB,147.59,0,883,0,0
2014,10,MIDWATER TRAWL,602,ARROWTOOTH FLOUNDER,199.15,0,653,0,0
2014,10,UNSPECIFIED,607,PETRALE SOLE,775.25,0,414,4,0
2014,10,BOTTOM TRAWL,612,FLATHEAD SOLE,600.99,0,1466,0,0
2014,10,BOTTOM TRAWL,614,PACIFIC HALIBUT,55.57,0,0,0,0
2014,10,HOOK AND LINE,614,PACIFIC HALIBUT,437216.23,1120069,706834,179,0
2014,10,UNSPECIFIED,614,PACIFIC HALIBUT,95.13,0,0,5,0
2014,10,HOOK AND LINE,621,SOUTHERN ROCK SOLE,24.34,6900,1484,2,0
2014,10,UNSPECIFIED,621,SOUTHERN ROCK SOLE,9681.19,0,1303,12,0
2014,10,BOTTOM TRAWL,628,ENGLISH SOLE,17780.02,0,21525,0,0
2014,10,UNSPECIFIED,631,STARRY FLOUNDER,0.89,0,0,1,0
2014,10,UNSPECIFIED,635,CURLFIN SOLE,35.12,0,161,1,0
2014,11,BOTTOM TRAWL,59,LONGNOSE SKATE,10139.97,0,21423,0,0
2014,11,MIDWATER TRAWL,222,PACIFIC COD,271.68,0,81,0,0
2014,11,MIDWATER TRAWL,225,PACIFIC HAKE,52688.53,0,2798,0,0
2014,11,BOTTOM TRAWL,228,WALLEYE POLLOCK,30706.45,0,24564,0,0
2014,11,UNSPECIFIED,290,PACIFIC POMFRET,24.39,0,0,1,0
2014,11,MIDWATER TRAWL,56,BIG SKATE,849.82,0,491,0,0
2014,11,BOTTOM TRAWL,58,SANDPAPER SKATE,70.68,0,338,0,0
2014,11,MIDWATER TRAWL,59,LONGNOSE SKATE,15.17,0,81,0,0
2014,11,UNSPECIFIED,59,LONGNOSE SKATE,6.22,0,0,1,0
2014,11,BOTTOM TRAWL,231,EELPOUTS,612.99,0,645,0,0
2014,11,UNSPECIFIED,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,12.57,0,0,1,0
2014,11,BOTTOM TRAWL,44,SPINY DOGFISH,1266.37,0,1409,0,0
2014,11,MIDWATER TRAWL,44,SPINY DOGFISH,3199.66,0,2512,0,0
2014,11,HOOK AND LINE,56,BIG SKATE,669.84,8550,5228,2,0
2014,11,BOTTOM TRAWL,66,SPOTTED RATFISH,278.73,0,214,0,0
2014,11,BOTTOM TRAWL,95,AMERICAN SHAD,15.42,0,320,0,0
2014,11,MIDWATER TRAWL,112,CHUM SALMON,35.56,0,0,0,0
2014,11,MIDWATER TRAWL,148,EULACHON,677.45,0,575,0,0
2014,11,BOTTOM TRAWL,222,PACIFIC COD,83575.5,0,45865,0,0
2014,11,BOTTOM TRAWL,225,PACIFIC HAKE,6446.59,0,3230,0,0
2014,11,MIDWATER TRAWL,228,WALLEYE POLLOCK,664057.2,0,6831,0,0
2014,11,BOTTOM TRAWL,312,PILE PERCH,11.11,0,129,0,0
2014,11,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,11611.52,202839,99165,15,0
2014,11,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,3441.44,5287,123297,1,0
2014,11,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,1404.09,0,2978,0,0
2014,11,MIDWATER TRAWL,410,DARKBLOTCHED ROCKFISH,1.65,0,267,0,0
2014,11,UNSPECIFIED,412,SPLITNOSE ROCKFISH,18.23,0,0,1,0
2014,11,HOOK AND LINE,414,GREENSTRIPED ROCKFISH,43.91,22810,8975,0,0
2014,11,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,107319.9,0,23629,0,0
2014,11,BOTTOM TRAWL,426,BLACK ROCKFISH,68.46,0,1532,0,0
2014,11,HOOK AND LINE,428,VERMILION ROCKFISH,208.49,17044,9128,5,0
2014,11,HOOK AND LINE,429,BLUE ROCKFISH,0.89,450,80,0,0
2014,11,BOTTOM TRAWL,435,BOCACCIO,1510.87,0,3027,0,0
2014,11,HOOK AND LINE,435,BOCACCIO,63.57,2929,1991,1,0
2014,11,MIDWATER TRAWL,437,CANARY ROCKFISH,3776.18,0,4567,0,0
2014,11,HOOK AND LINE,439,REDSTRIPE ROCKFISH,8.66,11560,1931,0,0
2014,11,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,4,1550,1000,0,0
2014,11,UNSPECIFIED,442,YELLOWEYE ROCKFISH,6.22,0,0,1,0
2014,11,UNSPECIFIED,44,SPINY DOGFISH,496.53,0,0,2,0
2014,11,BOTTOM TRAWL,56,BIG SKATE,128468.12,0,29631,0,0
